sensor_1_K,sensor_2_K
295.054393,298.720939
298.161067,304.044909
306.439626,301.270293
300.969872,298.573566
304.601154,301.572517
302.885519,300.380608
296.817682,301.273165
302.709761,310.006156
298.417023,298.473960
298.388054,297.301186
300.485837,307.068154
292.370348,296.471497
305.960831,308.599447
296.644552,299.029011
305.001347,300.369198
300.681606,303.668141
307.660165,306.065548
296.700153,304.984993
298.441026,298.981823
301.688846,298.167856
288.962645,301.737363
304.139607,300.673595
307.708152,296.788634
305.634034,302.053640
303.773848,304.970598
299.270111,300.832534
306.409511,307.819999
305.370153,302.051511
301.963104,299.220935
300.025572,300.501074
298.191166,297.199451
293.848839,294.843510
306.131146,302.382643
289.139781,295.733748
298.149263,298.208540
300.821900,299.554000
304.372050,301.925549
309.045303,302.306012
305.440578,300.271902
299.300405,290.345661
304.709892,298.972034
295.086538,296.132105
308.875411,299.460490
301.275490,304.984469
299.019252,304.066223
299.519233,301.162027
302.729532,302.611707
301.389004,292.667802
315.113605,301.115574
300.378740,303.299623
304.432776,296.686630
304.704682,302.286645
304.995236,298.406109
305.414963,305.365223
303.009871,305.960962
302.775374,297.804664
301.651792,307.856236
298.787539,299.657399
307.571570,310.986638
311.669512,298.291005
304.285934,301.141981
304.458283,301.965953
305.915371,297.225046
305.437571,292.433201
300.799091,297.145048
315.042458,306.625816
310.645317,299.670787
305.122273,299.768401
310.394171,309.075114
306.940820,304.049204
308.297035,305.184598
311.394567,306.012866
314.556586,297.322029
317.603969,302.577081
318.738122,302.799615
309.184221,301.349946
308.137489,296.775459
311.339778,304.656375
311.686966,294.142470
307.575557,297.847146
308.343718,298.583811
315.709952,300.668136
320.048188,307.032768
310.900435,311.209385
308.985070,311.636259
310.998238,307.154956
307.627918,305.421042
311.426016,291.638739
315.087752,309.070954
312.752363,316.663889
319.513936,305.882235
314.275913,304.886612
316.105980,307.308296
313.134017,307.556173
320.632098,304.685614
308.116572,302.239720
312.883467,306.015106
308.704720,297.444600
318.874911,294.988355
319.164196,311.301811
312.501470,302.303114
323.537303,308.269159
313.925574,312.557956
308.658894,310.981623
314.332410,302.208112
317.699965,306.693308
314.888128,299.333163
327.546726,304.734380
320.653919,310.580558
325.190086,305.603404
323.618675,291.278790
308.414755,294.371240
315.108198,301.711102
303.506774,312.476256
314.068339,306.896032
323.025887,306.697066
313.383287,299.500491
314.563823,306.901639
319.524817,294.882298
321.976577,308.055522
316.403255,312.330283
