sensor_1_K,sensor_2_K
301.523585,300.896378
294.812891,301.099988
303.795131,306.795974
304.791068,304.175698
290.390469,301.784758
293.701580,307.317445
300.926287,294.058039
298.787312,296.804559
300.372310,295.372580
296.285040,298.059371
305.047320,293.128893
304.645559,303.193043
301.199352,298.912304
306.624498,292.676776
303.451605,294.961651
296.950216,301.617284
303.230082,304.252021
296.738762,310.058294
306.079619,314.658852
301.599409,302.178202
301.093986,295.176863
298.790582,289.484570
308.492599,301.505521
301.799667,296.126400
300.630854,298.140506
301.219726,297.185102
305.857494,299.572095
305.246271,305.638644
305.713224,301.128970
306.041408,299.587884
314.840297,295.242522
302.351503,292.089560
302.080356,298.076119
300.836841,300.285974
308.255515,309.444346
311.095771,301.308494
305.161406,305.625889
301.815068,298.273450
302.182123,294.905627
309.849614,296.067872
310.607926,297.333127
309.904733,311.670095
304.160416,296.991974
308.948846,305.365164
308.671976,296.734513
309.482278,305.986025
313.045383,303.334456
310.104072,300.710528
312.676297,301.376329
309.912372,298.394959
311.309270,303.990263
313.305106,299.578145
303.143032,295.820247
309.105132,295.655746
308.620226,303.007357
308.039644,310.140558
310.113053,303.147311
319.210462,301.857839
307.645356,303.985122
317.045964,309.192089
304.011164,303.866055
310.962523,300.822379
313.652296,308.516977
315.961069,305.238310
316.767098,310.882607
317.348070,304.229430
311.797264,297.300302
311.377738,296.691023
318.116947,311.895239
312.997034,312.367145
307.690523,302.958701
308.506865,302.046938
309.669406,311.375603
316.834973,298.637430
315.133081,299.801911
317.934627,307.593529
312.396863,302.503531
315.366672,304.548783
317.732965,303.853054
313.079806,306.451931
316.922744,311.893053
311.332706,305.397837
312.822026,308.251456
312.715424,294.865237
308.623970,304.954242
317.009708,301.060741
312.192528,299.259138
314.560119,301.035946
316.853303,303.826737
316.628359,310.144611
317.663369,298.997942
313.779757,305.844908
312.086818,303.329768
313.731607,304.168123
305.616545,310.873157
306.737164,308.599836
307.275574,312.643164
308.816352,305.227600
315.712462,302.561438
309.094996,304.959976
311.638467,307.327007
319.930673,307.029819
311.557089,300.754662
316.928734,306.655974
308.474916,307.368917
312.016980,318.836782
308.194735,315.652719
311.150058,302.018875
316.947010,304.862349
304.009138,298.993878
314.718295,303.367093
313.635587,307.905984
309.377302,312.362421
305.019421,302.690864
312.512623,303.066693
309.407465,295.600208
313.122024,305.520710
311.972440,301.017589
319.777485,303.676391
310.478143,301.931591
306.464722,305.835340
