sensor_1_K,sensor_2_K
299.505439,299.872094
299.816107,300.404491
300.643964,300.127029
300.096992,299.857357
300.460131,300.157255
300.288594,300.038069
299.681868,300.127337
300.271183,301.000662
299.842093,299.847488
299.839488,299.730289
300.049703,300.707108
299.238775,299.647625
300.598672,300.860681
299.668164,299.903996
300.505282,300.038491
300.075108,300.369001
300.775172,300.609519
299.681830,300.502423
299.859073,299.903270
300.187548,299.823265
298.919200,300.181855
300.441788,300.077387
300.804192,299.691088
300.603029,300.220097
300.423993,300.514630
299.981375,300.104009
300.703879,300.806309
300.609351,300.233400
300.278934,299.954687
300.096381,300.087467
299.925088,299.762511
299.503983,299.532579
300.746352,300.292628
299.062396,299.634365
299.979597,299.888975
300.264214,300.031173
300.630444,300.276512
301.100967,300.323278
300.737606,300.129108
300.117190,299.146216
300.650238,300.019034
299.679831,299.745619
301.051307,300.089380
300.285067,300.652996
300.054662,300.572646
300.101524,300.293928
300.421164,300.450804
300.287520,299.468515
301.662208,300.325584
300.192769,300.556471
300.604024,299.907850
300.638843,300.480734
300.677272,300.105776
300.730320,300.815006
300.502546,300.888129
300.493440,300.086288
300.396980,301.105480
300.127950,300.299880
301.025187,301.447338
301.455188,300.192560
300.738344,300.492691
300.778330,300.590362
300.947955,300.131778
300.925182,299.668322
300.487354,300.155445
301.938646,301.119652
301.526740,300.440454
301.003015,300.466675
301.559470,301.413939
301.244002,300.928049
301.410006,301.058372
301.750569,301.158037
302.097922,300.305820
302.434064,300.848189
302.579049,300.887273
301.655308,300.759072
301.582276,300.318293
301.934055,301.122925
302.000148,300.087914
301.620124,300.474568
301.727718,300.564194
302.494704,300.788327
302.958399,301.440201
302.072931,301.872952
301.910067,301.930377
302.139354,301.496603
301.829527,301.337159
302.235716,299.972438
302.627386,301.728706
302.418407,302.500559
303.118138,301.434442
302.616877,301.346395
302.821353,301.599526
302.544513,301.634706
303.313533,301.357453
302.080016,301.122064
302.573539,301.508186
302.171275,300.659091
303.202661,300.420784
303.244701,302.058800
302.590271,301.164949
303.704421,301.766915
302.752536,302.200495
302.233876,302.046901
302.807959,301.172927
303.150173,301.624164
302.873185,300.890211
304.141989,301.431741
303.454414,302.017121
303.908515,301.519529
303.750655,300.086560
302.228361,300.394676
302.894643,301.126922
301.730302,302.201098
302.781150,301.640149
303.670513,301.616752
302.698807,300.893033
302.808388,301.628541
303.295020,300.421469
303.529764,301.733137
302.961068,302.154459
