sensor_1_K,sensor_2_K
298.021757,299.488376
299.277238,301.617968
302.618725,300.508153
300.476193,299.429568
301.986106,300.629410
301.366685,300.153173
299.014158,300.511120
301.452430,304.005779
299.823125,299.395044
299.905482,298.928894
300.844665,302.839585
297.704738,298.605887
303.253531,303.463196
299.646113,299.642412
303.114597,300.187225
301.519321,301.516971
304.450395,302.487608
300.213236,302.068637
301.063778,299.682269
302.524577,299.373297
297.603355,300.819499
303.851072,300.414239
305.463153,298.882418
304.825928,301.012562
304.282032,302.205531
302.688438,300.578599
305.759752,303.404049
305.567112,301.129348
304.434803,300.032101
303.897531,300.581488
303.408525,299.300571
301.923114,298.400379
307.094028,301.460716
300.561616,298.848386
304.435323,299.888112
305.779670,300.478722
307.450906,301.482400
309.539173,301.692252
308.291177,300.938793
306.013607,297.030840
308.347910,300.546072
304.665761,299.476667
310.347841,300.876212
307.475089,303.155371
306.741029,302.858798
307.110714,301.768820
308.565517,302.421221
308.200524,298.516901
313.861549,301.969876
308.138114,302.917919
309.928888,300.347648
310.204764,302.663038
310.485356,301.186624
310.814180,304.046447
310.008963,304.361255
310.067218,301.175535
309.764443,305.273198
308.759406,302.070870
312.407125,306.679880
314.173325,301.678972
311.339345,302.896655
311.519718,303.303394
312.205565,301.483941
312.108678,299.643768
310.338425,301.604619
316.111550,305.472469
314.418889,302.765314
312.266107,302.878405
314.421411,306.674203
313.076641,304.735891
313.645680,305.260914
314.901228,305.661771
316.172597,302.253546
317.388217,304.422111
317.828771,304.575980
313.984483,304.059162
313.533629,302.290493
314.773168,305.501952
314.861699,301.353343
313.158095,302.889925
313.397917,303.236967
316.268883,304.120649
317.920897,306.713947
314.171112,308.429459
313.307237,308.642424
314.008103,306.889411
312.549277,306.232591
313.951905,300.753610
315.294458,307.757593
314.233017,310.822991
316.805599,306.535658
314.573960,306.159829
315.165548,307.148007
313.832683,307.263745
316.684549,306.129201
311.528035,305.161627
313.281889,306.679692
311.455209,303.256550
315.366138,302.276298
315.323036,308.801148
312.497745,305.198401
316.750758,307.578863
312.743884,309.285790
310.474402,308.644086
312.580595,305.120990
313.764209,306.898920
312.476062,303.936322
317.376264,306.075945
314.456242,308.391300
316.108299,306.375140
315.317948,300.617890
309.075340,301.825432
311.592535,304.729982
306.792739,309.002767
310.859182,306.735596
314.285138,306.619199
310.272221,303.702106
310.589803,306.622524
312.420859,301.773243
313.249555,306.999559
310.869582,308.665134
