sensor_1_K,sensor_2_K
295.054393,298.720939
298.173878,304.044914
306.482501,301.270330
301.058117,298.573708
304.746799,301.572921
303.097996,300.381538
297.104767,301.275019
303.078286,310.009473
298.873339,298.479420
298.938314,297.309605
301.136166,307.080478
293.126947,296.488785
306.830029,308.622865
297.632844,299.059819
306.115406,300.408744
301.928284,303.717856
309.046494,306.126937
298.233328,305.059633
300.128393,299.071363
303.537884,298.274011
290.980942,301.861917
306.334837,300.818397
310.088044,296.955598
308.206348,302.244746
306.546341,305.187890
302.250504,301.078119
309.605459,308.096048
308.789204,302.360254
305.612665,299.564662
303.912874,300.882133
302.323225,297.620241
298.232417,295.306485
310.772716,302.890302
294.045485,296.288635
303.324881,298.813236
306.272810,300.211121
310.030549,302.637712
314.824156,303.075738
311.271148,301.101464
305.139043,291.236917
310.532293,299.926294
300.880960,297.150049
314.637657,300.542169
307.005663,306.129349
304.719751,305.273271
305.193534,302.429811
308.381433,303.938500
307.022170,294.051676
320.731279,302.554479
305.983571,304.791452
310.026711,298.229266
310.288914,303.878000
310.570172,300.044145
310.980217,307.047968
308.564275,307.686511
308.316996,299.571186
307.177962,309.661965
304.294882,301.500630
313.056046,312.865714
317.126454,300.204310
309.710092,303.087924
309.843873,303.942962
311.256117,299.231553
310.726759,294.467630
306.029616,299.205807
320.206874,308.711286
315.735888,301.779314
310.131022,301.898286
315.312927,311.224609
311.761269,306.216505
313.010768,307.367839
315.993120,308.210117
319.031490,299.531292
321.946790,304.796289
322.940500,305.026631
313.237907,303.582562
312.034383,299.011398
315.071961,306.893291
315.246729,296.377954
310.955429,300.078725
311.536491,300.808953
318.708704,302.884254
322.846300,309.237225
313.491609,313.399500
311.363342,313.809310
313.157990,309.308189
309.563883,307.551673
313.133290,293.743964
316.561790,311.147952
313.988988,318.709831
320.509332,307.894288
315.026624,306.861947
316.608907,309.244094
313.386410,309.449631
320.631546,306.533950
307.860999,304.040180
312.371115,307.764969
307.934143,299.141183
317.844958,296.629018
317.874003,312.883964
310.950442,303.824217
321.725098,309.726729
311.852096,313.949572
306.324271,312.304927
311.736982,303.460812
314.844270,307.873182
311.772886,300.438061
324.172826,305.762226
317.022402,311.529351
321.302137,306.471219
319.475604,292.063782
304.017986,295.071642
310.459259,302.325225
298.607281,313.002492
308.919991,307.332852
317.630450,307.043019
307.742588,299.754204
308.679737,307.061819
313.399261,294.947726
315.611504,308.025056
309.800642,312.202855
